business_id,company_age_years,industry_healthcare,industry_retail,industry_technology,industry_other,annual_revenue_inr,gstr1_vs_3b_mismatch,itc_anomaly_ratio,gst_filing_regularity,gst_revenue_volatility,circular_trading_flag,avg_daily_balance_inr,emi_bounce_count,cash_deposit_ratio,inward_bounce_ratio,obligations_to_credit_ratio,credit_score,revenue_growth_yoy,ebitda_margin,interest_coverage_ratio,current_ratio,debt_to_equity,debtor_days,altman_z_score,legal_dispute_flag,litigation_to_revenue,auditor_qualification_flag,mca_compliance_score,sector_headwind_score,site_visit_sentiment,collateral_coverage_ratio,risk_score,risk_category,suggested_loan_limit_inr,suggested_interest_rate_pct,default
f0779631-cc86-416a-b220-e94b00e4984b,7,0,0,1,0,3050099,0.0554,0.0411,9,0.2341,0,63376,0,0.2793,0.0087,0.3538,519,0.0349,0.0606,1.147,0.805,2.42,64,1.569,1,0.1141,0,3,0.1944,0,0.436,45.5,MEDIUM,831845,12.32,0
9b84561d-b817-488b-adf4-43a441492e50,4,1,0,0,0,934664,0.1159,0.0927,10,0.2109,0,18066,0,0.323,0.0661,0.4686,507,-0.0083,0.0656,1.51,1.154,2.406,65,0.97,0,0.0,0,2,0.1461,1,1.019,31.8,MEDIUM,318635,11.77,0
f347784f-ed6b-4501-99e4-8f534073fdee,11,0,0,0,1,4330740,0.0,0.0,10,0.067,0,273096,1,0.02,0.0,0.1911,751,0.2048,0.2155,4.93,1.895,1.22,33,3.583,0,0.0,0,5,0.2596,1,1.837,0.0,LOW,2165370,10.5,0
3dc01707-c02f-4135-b215-8211c4b3fcac,23,1,0,0,0,2467156,0.2255,0.2027,4,0.4299,0,43268,0,0.4899,0.138,0.5651,300,0.0361,0.0887,0.798,0.714,3.624,121,1.325,0,0.0,1,3,0.1742,1,0.812,68.2,HIGH,196251,13.23,1
3a897ee1-54f2-484b-a66b-e01c9ec5c921,3,0,0,1,0,3652647,0.0,0.0216,11,0.1201,0,238106,4,0.0522,0.044,0.0618,757,0.0956,0.1844,4.844,1.978,1.445,43,3.172,0,0.0,0,5,0.1739,1,1.857,13.6,LOW,1577279,11.05,0
baaed7db-3e96-4469-bdf8-1e0d17ca86cc,5,0,0,1,0,4483779,0.0872,0.0435,10,0.1931,0,165159,0,0.1806,0.0081,0.1478,646,0.072,0.1,3.382,1.607,1.979,52,2.826,0,0.0,0,4,0.1625,1,1.312,0.0,LOW,2241889,10.5,0
837b008e-f421-461e-b3cc-c3bf931b15cf,20,1,0,0,0,2598387,0.0275,0.0394,11,0.02,0,203855,6,0.0754,0.0131,0.1668,795,0.1668,0.2189,4.265,1.738,0.617,20,3.205,0,0.0,0,4,0.0,0,2.026,13.6,LOW,1122031,11.05,0
42cc61c5-b994-472c-964a-7d9eebc8b1ca,15,1,0,0,0,4172125,0.2134,0.1788,8,0.2924,1,61051,6,0.3864,0.0659,0.5648,347,-0.0729,0.064,0.725,0.243,2.782,91,1.656,1,0.3829,0,2,0.2673,-1,0.854,100.0,REJECT,0,14.5,1
3124362e-df42-4ce4-a298-52ee2274ac18,21,0,0,1,0,2210136,0.1368,0.089,7,0.108,0,34523,1,0.2423,0.0449,0.3325,538,0.0944,0.0802,2.468,0.957,3.054,56,1.364,1,0.724,0,2,0.1693,0,0.623,54.5,MEDIUM,502303,12.68,0
9b155cbb-9c5a-4cea-b47f-77fd9ec09f09,18,0,0,1,0,2507931,0.1881,0.1264,8,0.3095,1,23961,6,0.4984,0.1353,0.4847,331,-0.0604,0.0233,1.378,0.794,4.044,98,1.101,1,0.558,0,2,0.318,-1,0.437,100.0,REJECT,0,14.5,1
1b6de657-21a2-48ec-aeb5-f340ee4fc2c1,16,0,0,1,0,4284970,0.0738,0.0665,9,0.2978,0,110291,1,0.3199,0.0203,0.4337,495,0.0749,0.1098,0.931,1.03,1.954,66,2.447,1,0.5135,0,4,0.1923,0,0.879,22.7,LOW,1655556,11.41,0
fa40fff6-e3e3-4211-869d-46b9bdc8d4a2,16,0,1,0,0,3990933,0.0,0.0,9,0.1058,0,311414,8,0.1325,0.0108,0.2138,750,0.1625,0.2158,4.655,2.246,1.404,18,3.607,0,0.0,0,5,0.4016,1,1.82,13.6,LOW,1723357,11.05,1
18113e9f-9309-4a16-8e40-2de56f92271d,10,0,0,1,0,3447897,0.194,0.1916,4,0.3389,0,17627,7,0.4662,0.0939,0.5417,360,-0.0362,0.0169,0.8,0.787,3.653,90,1.456,1,0.6716,0,2,0.2059,0,0.555,95.5,REJECT,39180,14.32,1
d1e52bbb-b80e-4d26-93a9-c17150a7a2e6,1,0,0,0,1,524854,0.0218,0.0365,11,0.0789,0,38405,4,0.0871,0.0,0.2268,801,0.2467,0.2015,4.831,1.887,0.864,21,2.195,0,0.0,0,5,0.3332,1,1.887,13.6,LOW,226641,11.05,0
1bae831f-ddcb-4750-8e1c-a6d82da062d0,23,0,0,1,0,3517786,0.1148,0.1013,8,0.2156,1,120765,0,0.2137,0.0203,0.3295,505,0.0061,0.0394,1.302,0.535,3.146,66,1.45,0,0.0,0,3,0.1193,-1,1.099,63.6,HIGH,0,13.05,1
43e241b4-ad9c-4fa7-934b-f50e7d2fd1c4,11,0,0,0,1,3033951,0.2488,0.2095,6,0.3602,0,25209,2,0.4365,0.0634,0.5286,360,-0.0031,0.0606,0.464,0.653,4.038,81,1.378,0,0.0,0,3,0.3946,0,0.945,72.7,HIGH,206860,13.41,1
336dee05-49b8-4c73-a06c-9306e19bbee3,17,0,0,1,0,2666436,0.0,0.0266,10,0.1183,0,172829,0,0.0786,0.0,0.2789,768,0.2031,0.1921,4.23,2.206,1.061,30,3.082,0,0.0,0,5,0.1707,0,1.916,0.0,LOW,1333218,10.5,0
b169e133-f122-492d-82b2-99093e3044d7,24,0,0,0,1,4247594,0.0348,0.0448,11,0.0692,0,165335,4,0.2777,0.0,0.2841,741,0.1827,0.1269,2.571,1.322,1.689,52,2.721,0,0.0,0,3,0.3741,1,1.13,13.6,LOW,1834188,11.05,0
0954a5af-af13-4793-8e99-cb8a5b3458b0,15,0,1,0,0,167505,0.1868,0.1594,7,0.365,0,5000,1,0.4843,0.091,0.5576,396,-0.0621,0.039,1.126,0.706,3.747,89,0.207,0,0.0,0,2,0.2331,0,0.571,72.7,HIGH,11420,13.41,1
428d75e4-b446-4768-b108-03ac475980f4,7,0,0,0,1,2004162,0.0338,0.0075,11,0.1966,0,91368,7,0.2568,0.0752,0.4184,665,0.1429,0.1412,2.328,1.484,1.34,41,2.078,0,0.0,0,4,0.2396,0,1.285,13.6,LOW,865433,11.05,0
41e6b7b0-6f98-45a3-9332-d0c397fb2a98,6,1,0,0,0,1472332,0.29,0.2933,7,0.3292,1,24878,8,0.4799,0.1204,0.466,341,-0.0524,0.0668,0.551,0.497,3.478,92,0.72,1,0.7296,0,3,0.1797,-1,0.703,100.0,REJECT,0,14.5,1
fcf3b3ec-5fc4-4d15-a783-443773ee1e3f,15,0,0,0,1,3669107,0.0488,0.0169,10,0.185,0,194834,4,0.1444,0.0,0.3278,715,0.1142,0.1577,2.084,1.525,1.139,51,2.892,0,0.0,0,4,0.2869,1,1.378,13.6,LOW,1584387,11.05,0
1cc3b476-77ba-4b72-8b87-e9d85087f3e9,15,0,1,0,0,4301035,0.067,0.0473,8,0.2907,0,175680,5,0.1859,0.0075,0.3798,686,0.1355,0.1353,3.203,1.727,1.367,33,3.093,0,0.0,0,3,0.3865,1,1.71,13.6,LOW,1857265,11.05,0
37753e9f-fad7-4a00-9ffb-e49d8d29a94f,7,1,0,0,0,152574,0.1588,0.094,8,0.2448,0,5000,2,0.3118,0.0498,0.3805,474,0.0822,0.1029,2.108,0.965,2.353,67,0.71,0,0.0,0,3,0.1666,0,0.808,36.4,MEDIUM,24273,11.95,0
88446fbf-bd9e-4d89-80a5-f44775b7c33a,3,0,1,0,0,1586658,0.1338,0.1178,9,0.2697,0,39441,5,0.253,0.023,0.4516,482,-0.025,0.092,1.469,0.774,2.246,78,1.124,0,0.0,0,4,0.4962,0,0.977,68.2,HIGH,252422,13.23,1
e2cdfe96-a290-4343-b1fc-818a12ae40a0,14,0,0,1,0,187516,0.0866,0.0723,8,0.2131,0,5054,2,0.2808,0.0604,0.3411,479,0.136,0.0672,1.481,0.987,2.555,70,0.57,0,0.0,0,3,0.2432,0,1.371,45.5,MEDIUM,51140,12.32,0
5983e8aa-ebcc-48d5-8fb3-d4dde5ea3c72,9,0,1,0,0,318828,0.1817,0.1607,7,0.3591,0,5000,1,0.4397,0.097,0.5088,355,-0.1616,0.0363,0.981,0.255,3.37,90,0.001,1,0.7654,1,3,0.3154,-1,0.483,86.4,REJECT,10869,13.95,1
7dc38ec3-8613-4aae-9dda-e029d14e95d3,3,0,1,0,0,466838,0.0391,0.0,12,0.173,0,20380,8,0.2603,0.0,0.3031,701,0.0789,0.1356,3.39,1.467,1.701,51,1.358,0,0.0,0,3,0.3185,1,1.329,27.3,LOW,169759,11.59,1
40a11598-e3c7-4100-82b3-84ed66076e1b,6,1,0,0,0,2818506,0.083,0.0886,6,0.2597,0,72806,0,0.196,0.0549,0.4479,547,0.0443,0.0952,1.763,1.09,1.851,69,1.862,0,0.0,0,2,0.2463,0,0.711,0.0,LOW,1409253,10.5,0
d61de475-121d-4455-81b6-65ffe1a7fb21,20,0,0,0,1,1154383,0.0,0.0,12,0.099,0,64571,6,0.2403,0.0458,0.3473,623,0.1447,0.129,2.521,1.735,1.455,52,1.814,0,0.0,0,4,0.1777,1,1.316,13.6,LOW,498483,11.05,0
584ef302-7b67-4bcf-a50f-09411ac8384f,9,1,0,0,0,984764,0.2272,0.1788,5,0.3603,0,14815,1,0.4032,0.148,0.6442,339,0.0446,0.0283,0.152,0.661,3.553,69,0.465,1,0.7022,1,2,0.1947,1,0.444,77.3,REJECT,55952,13.59,1
1ab440ec-c7cc-4af3-964c-e6184191134a,1,1,0,0,0,3794749,0.108,0.105,8,0.3231,0,85423,0,0.2314,0.1291,0.396,587,-0.0615,0.1391,1.154,1.082,2.376,49,2.356,1,0.6319,0,4,0.0607,0,1.109,40.9,MEDIUM,1121175,12.14,0
4833c999-1bf2-431c-b365-35e228e3d855,9,1,0,0,0,3245676,0.0931,0.0797,9,0.1724,0,137936,6,0.239,0.0102,0.3516,647,0.0895,0.1682,2.829,1.228,1.431,55,2.499,0,0.0,0,3,0.2387,0,1.329,13.6,LOW,1401542,11.05,0
64136147-7e66-4b60-9344-0fc5b985ac3a,12,0,0,1,0,3486340,0.0291,0.03,10,0.1981,0,155842,1,0.2166,0.0964,0.2595,643,-0.0076,0.1172,2.538,1.329,0.866,29,2.672,0,0.0,0,3,0.1654,0,1.113,4.5,LOW,1663935,10.68,0
cd7eb616-c6c8-4f2c-bc30-8afa2c26c290,4,1,0,0,0,2173066,0.0484,0.0547,12,0.1381,0,123310,0,0.2427,0.0087,0.3341,616,0.1219,0.1571,2.878,1.095,1.643,49,1.905,1,0.5643,0,3,0.1921,0,1.468,9.1,LOW,987757,10.86,0
3ba5f203-712e-4d30-ad2d-fcfc087a75bd,16,0,1,0,0,1586757,0.02,0.0246,11,0.1875,0,70787,6,0.22,0.0,0.2924,699,0.1363,0.1436,2.579,1.361,1.759,41,1.756,0,0.0,0,3,0.353,0,1.336,27.3,LOW,577002,11.59,0
9a3ef524-b0dc-4060-9c3c-1037f6d72a31,5,0,0,0,1,4694500,0.0662,0.0461,11,0.164,0,214545,1,0.283,0.0363,0.3067,604,0.2154,0.1517,2.377,1.339,1.697,35,3.008,0,0.0,0,4,0.1891,0,1.491,0.0,LOW,2347250,10.5,0
07e0fe91-5243-4c8d-bc4e-53566c93e401,17,1,0,0,0,1430066,0.0363,0.0257,10,0.1025,0,60946,0,0.2079,0.0,0.3054,705,0.1272,0.1441,2.329,1.46,1.915,48,1.731,0,0.0,0,4,0.2012,1,1.07,13.6,LOW,617528,11.05,0
395ef788-852a-45d1-96c7-116957244f4d,17,0,0,0,1,1030575,0.0048,0.0081,11,0.1659,0,54785,4,0.1722,0.0139,0.1837,723,0.1826,0.1757,3.425,1.275,1.581,47,1.654,0,0.0,0,5,0.2423,0,1.374,27.3,LOW,374754,11.59,0
f93187dc-0e42-4fca-89a5-f781c05885b3,6,0,0,0,1,2969019,0.0396,0.0138,12,0.1004,0,174872,1,0.1971,0.0,0.2126,628,0.155,0.1504,3.156,1.417,1.691,66,2.373,0,0.0,0,3,0.3641,0,1.455,0.0,LOW,1484509,10.5,0
9180d56a-292a-4843-aba3-fc404f0a3352,15,1,0,0,0,4631575,0.0517,0.0613,11,0.1184,0,226194,7,0.2422,0.0135,0.2862,635,0.0939,0.1381,3.492,1.333,1.562,38,2.95,0,0.0,0,4,0.0698,0,1.215,13.6,LOW,1999998,11.05,0
929cb80e-c92b-4d23-b995-b7cc883b936d,1,0,0,0,1,3747598,0.0477,0.0439,12,0.1595,0,173832,4,0.141,0.0576,0.1788,604,0.0355,0.1713,3.016,1.334,1.775,59,2.7,0,0.0,0,4,0.3194,0,1.048,13.6,LOW,1618281,11.05,0
9d04257d-a686-49a2-8657-d6be826df5a8,13,0,0,0,1,1189277,0.1314,0.1066,7,0.2649,0,30023,1,0.2674,0.0508,0.4499,531,0.0665,0.087,1.428,1.016,1.869,68,1.141,0,0.0,0,2,0.3031,0,0.892,40.9,MEDIUM,351377,12.14,0
ac5c1aad-8777-4d4f-905c-a7e6601a7d26,16,0,0,1,0,5347153,0.1766,0.1651,8,0.2905,0,5000,2,0.4346,0.0749,0.6023,300,-0.1395,0.0436,1.329,0.708,3.143,83,2.289,0,0.0,1,2,0.1518,-1,0.846,63.6,HIGH,486104,13.05,0
